Datetime,Temperature,Relative_Humidity,Pressure,Wind_speed,Wind_direction,Rainfall,Short_wave_irradiation,I,Iclr,hour_index,I_lag30,I_lag45,CI_lag30,R_lag30
2022-04-14 16:15:00,303.97,53.65,1005.27,4.38,198.97,0.0,0.0,394.4474,533.6471772584576,4.5,513.7365,562.5714,0.00392156862745098,0.27450980392156865
2022-04-14 16:30:00,303.84,54.34,1005.23,4.25,199.14,0.0,0.0,329.4439,469.48679548609465,4.5,454.8418,513.7365,0.0,0.2980392156862745
2022-04-14 16:45:00,303.71,55.02,1005.19,4.12,199.31,0.0,0.0,270.4396,403.38775692764017,4.5,394.4474,454.8418,0.0,0.2980392156862745
2022-04-14 17:00:00,303.58,55.71,1005.15,4.0,199.5,0.0,0.0,211.9839,335.77592262650546,5.5,329.4439,394.4474,0.0,0.23529411764705882
2022-04-15 15:15:00,304.22,56.17,1005.33,5.13,202.29,0.0,0.0,624.5753,764.2988406857643,3.5,741.2671,778.4329,0.0196078431372549,0.25098039215686274
2022-04-15 15:30:00,304.09,56.93,1005.29,5.06,202.44,0.0,0.0,593.2258,711.1510432926414,3.5,690.4568,741.2671,0.011764705882352941,0.25098039215686274
2022-04-15 15:45:00,303.95,57.7,1005.26,4.99,202.6,0.0,0.0,550.6827,654.8300383902083,3.5,624.5753,690.4568,0.011764705882352941,0.25098039215686274
2022-04-15 16:00:00,303.82,58.46,1005.22,4.92,202.76,0.0,0.0,468.0474,595.6033852376244,4.5,593.2258,624.5753,0.00392156862745098,0.26666666666666666
2022-04-15 16:15:00,303.68,59.22,1005.18,4.84,202.92,0.0,0.0,246.5891,533.7624594935241,4.5,550.6827,593.2258,0.00392156862745098,0.26666666666666666
2022-04-15 16:30:00,303.55,59.99,1005.14,4.77,203.09,0.0,0.0,248.5278,469.62808915173406,4.5,468.0474,550.6827,0.00392156862745098,0.26666666666666666
2022-04-15 16:45:00,303.41,60.75,1005.11,4.7,203.27,0.0,0.0,223.6531,403.5617741940432,4.5,246.5891,468.0474,0.00392156862745098,0.26666666666666666
2022-04-15 17:00:00,303.28,61.51,1005.07,4.63,203.45,0.0,0.0,186.0484,335.9887786569005,5.5,248.5278,246.5891,0.00392156862745098,0.26666666666666666
2022-04-16 15:15:00,304.07,57.7,1005.82,5.94,180.92,0.0,0.0,639.1343,764.3621689586847,3.5,745.3275,782.9323,0.0392156862745098,0.2627450980392157
2022-04-16 15:30:00,303.99,58.41,1005.8,5.82,180.57,0.0,0.0,580.8982,711.2146678502351,3.5,697.9924,745.3275,0.03137254901960784,0.2784313725490196
2022-04-16 15:45:00,303.9,59.12,1005.77,5.69,180.21,0.0,0.0,527.8931,654.9014069313425,3.5,639.1343,697.9924,0.03137254901960784,0.2784313725490196
2022-04-16 16:00:00,303.81,59.83,1005.75,5.56,179.82,0.0,0.0,450.5619,595.6898683308019,4.5,580.8982,639.1343,0.0392156862745098,0.39215686274509803
2022-04-16 16:15:00,303.72,60.54,1005.73,5.44,179.42,0.0,0.0,291.6929,533.8712887408603,4.5,527.8931,580.8982,0.0392156862745098,0.39215686274509803
2022-04-16 16:30:00,303.63,61.25,1005.71,5.31,179.0,0.0,0.0,144.749,469.7662702708023,4.5,450.5619,527.8931,0.054901960784313725,0.4196078431372549
2022-04-16 16:45:00,303.55,61.96,1005.69,5.18,178.56,0.000269,0.0,113.1069,403.7359471801973,4.5,291.6929,450.5619,0.054901960784313725,0.4196078431372549
2022-04-16 17:00:00,303.46,62.67,1005.67,5.06,178.1,0.000808,0.0,92.256,336.20495730225844,5.5,144.749,291.6929,0.11764705882352941,0.4470588235294118
2022-04-17 15:15:00,300.59,68.5,1008.57,4.26,120.73,0.083121,0.0,152.1383,764.4069045391244,3.5,156.345,164.5756,0.49411764705882355,0.21568627450980393
2022-04-17 15:30:00,300.62,68.14,1008.5,4.05,122.01,0.07976,0.0,211.0694,711.2631182924792,3.5,139.1522,156.345,0.8352941176470589,0.8156862745098039
2022-04-17 15:45:00,300.66,67.79,1008.43,3.84,123.44,0.076398,0.0,349.3071,654.9610131935433,3.5,152.1383,139.1522,0.8352941176470589,0.8156862745098039
2022-04-17 16:00:00,300.7,67.44,1008.37,3.64,125.03,0.073037,0.0,505.5424,595.7679779029238,4.5,211.0694,152.1383,0.6980392156862745,0.4549019607843137
2022-04-17 16:15:00,300.74,67.08,1008.3,3.44,126.8,0.069676,0.0,443.2092,533.9750928409024,4.5,349.3071,211.0694,0.6980392156862745,0.4549019607843137
2022-04-17 16:30:00,300.78,66.73,1008.23,3.24,128.8,0.066315,0.0,183.2317,469.9027151660929,4.5,505.5424,349.3071,0.4666666666666667,0.38823529411764707
2022-04-17 16:45:00,300.82,66.37,1008.16,3.04,131.05,0.063925,0.0,147.8218,403.91159090294406,4.5,443.2092,505.5424,0.4666666666666667,0.38823529411764707
2022-04-17 17:00:00,300.86,66.02,1008.09,2.86,133.6,0.062506,0.0,264.3307,336.4257019431978,5.5,183.2317,443.2092,0.3803921568627451,0.49019607843137253
2022-04-18 15:15:00,300.4,76.83,1011.01,2.56,103.41,0.233215,0.0,501.5185,764.4345822742122,3.5,496.7631,544.647,0.47843137254901963,0.42745098039215684
2022-04-18 15:30:00,300.41,76.78,1010.97,2.31,105.84,0.208065,0.0,465.4868,711.2979104199637,3.5,515.3826,496.7631,0.25098039215686274,0.3058823529411765
2022-04-18 15:45:00,300.42,76.73,1010.92,2.07,108.85,0.182914,0.0,430.5158,655.0103446765731,3.5,501.5185,515.3826,0.25098039215686274,0.3058823529411765
2022-04-18 16:00:00,300.43,76.68,1010.87,1.84,112.64,0.157763,0.0,432.3448,595.8391639020363,4.5,465.4868,501.5185,0.27058823529411763,0.5803921568627451
2022-04-18 16:15:00,300.44,76.63,1010.83,1.62,117.5,0.132613,0.0,273.8781,534.0752749248388,4.5,430.5158,465.4868,0.27058823529411763,0.5803921568627451
2022-04-18 16:30:00,300.45,76.58,1010.78,1.41,123.86,0.107462,0.0,15.54671,470.0387708175423,4.5,432.3448,430.5158,0.9294117647058824,1.0
2022-04-18 16:45:00,300.46,76.53,1010.74,1.22,132.27,0.095208,0.0,10.93757,404.08998666383167,4.5,273.8781,432.3448,0.9294117647058824,1.0
2022-04-18 17:00:00,300.48,76.48,1010.69,1.07,143.34,0.095852,0.0,14.30297,336.6522182277207,5.5,15.54671,273.8781,1.0,0.7019607843137254
2022-04-19 15:15:00,300.0,74.66,1010.37,2.36,238.33,0.0,0.0,495.1536,764.4467297657391,3.5,611.4796,591.1773,0.3333333333333333,0.43137254901960786
2022-04-19 15:30:00,299.97,74.51,1010.27,2.31,239.87,0.0,0.0,711.2711,711.320547629497,3.5,692.0297,611.4796,0.4745098039215686,0.5058823529411764
2022-04-19 15:45:00,299.93,74.35,1010.17,2.27,241.47,0.0,0.0,433.6252,655.0508714295333,3.5,495.1536,692.0297,0.4745098039215686,0.5058823529411764
2022-04-19 16:00:00,299.9,74.2,1010.07,2.23,243.13,0.0,0.0,451.6228,595.9048539194831,4.5,711.2711,495.1536,0.3137254901960784,0.5137254901960784
2022-04-19 16:15:00,299.86,74.05,1009.97,2.19,244.85,0.0,0.0,247.3207,534.1732110354855,4.5,433.6252,711.2711,0.3137254901960784,0.5137254901960784
2022-04-19 16:30:00,299.83,73.9,1009.87,2.16,246.63,0.0,0.0,86.11048,470.17575260119867,4.5,451.6228,433.6252,0.403921568627451,0.5254901960784314
2022-04-19 16:45:00,299.8,73.74,1009.77,2.12,248.47,0.000449,0.0,31.64213,404.272379919719,4.5,247.3207,451.6228,0.403921568627451,0.5254901960784314
2022-04-19 17:00:00,299.76,73.59,1009.67,2.09,250.36,0.001346,0.0,35.62939,336.885672088055,5.5,86.11048,247.3207,0.26666666666666666,0.49411764705882355
2022-04-20 15:15:00,302.1,67.82,1009.3,3.24,191.28,0.009466,0.0,129.4584,764.4448647179382,3.5,516.1874,792.6993,0.07058823529411765,0.2980392156862745
2022-04-20 15:30:00,301.99,68.3,1009.18,3.2,192.5,0.008684,0.0,122.8007,711.332518337483,3.5,189.1943,516.1874,0.10980392156862745,0.40784313725490196
2022-04-20 15:45:00,301.89,68.79,1009.06,3.17,193.75,0.007901,0.0,243.5163,655.0840435624376,3.5,129.4584,189.1943,0.10980392156862745,0.40784313725490196
2022-04-20 16:00:00,301.79,69.28,1008.94,3.14,195.03,0.007119,0.0,467.4255,595.966450802125,4.5,122.8007,129.4584,0.10980392156862745,0.0392156862745098
2022-04-20 16:15:00,301.69,69.77,1008.82,3.11,196.33,0.006336,0.0,363.9393,534.2702478525201,4.5,243.5163,122.8007,0.10980392156862745,0.0392156862745098
2022-04-20 16:30:00,301.58,70.26,1008.7,3.09,197.66,0.005554,0.0,219.7024,470.31494213989424,4.5,467.4255,243.5163,0.6588235294117647,0.4549019607843137
2022-04-20 16:45:00,301.48,70.74,1008.58,3.06,199.0,0.005347,0.0,145.5904,404.4599782716303,4.5,363.9393,467.4255,0.6588235294117647,0.4549019607843137
2022-04-20 17:00:00,301.38,71.23,1008.46,3.04,200.37,0.005716,0.0,86.18364,337.1271878812624,5.5,219.7024,363.9393,0.25882352941176473,0.5058823529411764
2022-04-21 15:15:00,301.94,68.6,1008.8,3.46,189.48,0.036757,0.0,657.6441,764.4304923597515,3.5,710.7224,0.0,0.054901960784313725,0.29411764705882354
2022-04-21 15:30:00,301.83,69.35,1008.72,3.44,188.41,0.040414,0.0,488.8251,711.3352934868985,3.5,686.6524,710.7224,0.054901960784313725,0.34509803921568627
2022-04-21 15:45:00,301.71,70.09,1008.64,3.42,187.33,0.044071,0.0,519.9551,655.1112888500331,3.5,657.6441,686.6524,0.054901960784313725,0.34509803921568627
2022-04-21 16:00:00,301.6,70.84,1008.57,3.41,186.24,0.047728,0.0,349.0876,596.0253303649397,4.5,488.8251,657.6441,0.058823529411764705,0.6
2022-04-21 16:15:00,301.48,71.58,1008.49,3.4,185.14,0.051385,0.0,233.8957,534.3677005256444,4.5,519.9551,488.8251,0.058823529411764705,0.6
2022-04-21 16:30:00,301.37,72.33,1008.41,3.39,184.03,0.055042,0.0,328.8952,470.45758526871975,4.5,349.0876,519.9551,0.12941176470588237,0.3411764705882353
2022-04-21 16:45:00,301.25,73.07,1008.34,3.37,182.92,0.056267,0.0,284.8889,404.6539495744684,4.5,233.8957,349.0876,0.12941176470588237,0.3411764705882353
2022-04-21 17:00:00,301.13,73.82,1008.26,3.37,181.8,0.055059,0.0,238.2487,337.3778466556538,5.5,328.8952,233.8957,0.08627450980392157,0.29411764705882354
2022-04-22 15:15:00,302.4,65.06,1009.03,4.23,199.24,0.002633,0.0,665.9479,764.4051029463055,3.5,351.4653,198.2297,0.21568627450980393,0.29411764705882354
2022-04-22 15:30:00,302.34,65.54,1008.93,4.15,199.12,0.002689,0.0,606.2851,711.3303241422058,3.5,739.1088,351.4653,0.1803921568627451,0.5686274509803921
2022-04-22 15:45:00,302.28,66.03,1008.83,4.08,198.99,0.002746,0.0,447.5989,655.1340104318035,3.5,665.9479,739.1088,0.1803921568627451,0.5686274509803921
2022-04-22 16:00:00,302.22,66.51,1008.74,4.01,198.85,0.002803,0.0,455.9759,596.0828392075056,4.5,606.2851,665.9479,0.06666666666666667,0.2627450980392157
2022-04-22 16:15:00,302.16,66.99,1008.64,3.93,198.71,0.00286,0.0,430.4792,534.466850618726,4.5,447.5989,606.2851,0.06666666666666667,0.2627450980392157
2022-04-22 16:30:00,302.1,67.47,1008.54,3.86,198.56,0.002917,0.0,362.9517,470.60489011786433,4.5,455.9759,447.5989,0.08235294117647059,0.27058823529411763
2022-04-22 16:45:00,302.04,67.96,1008.45,3.78,198.41,0.002823,0.0,297.2165,404.855420169634,4.5,430.4792,455.9759,0.08235294117647059,0.27058823529411763
